age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
senior,Private,UGrD,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,gov,HS-grad,Married,Other,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Self-employed,AfterHS,Married,Prof-specialty,White,Male,no,yes,over-time,United-States,>50K
adult,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Private,AfterHS,Married,Sales,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
old,Private,HS-grad,Married,Sales,White,Male,no,no,part-time,United-States,<=50K
senior,Self-employed,GrD,Married,Prof-specialty,White,Male,yes,no,over-time,United-States,>50K
young,Private,UGrD,Never-married,Prof-specialty,White,Female,no,no,full-time,United-States,<=50K
adult,gov,AfterHS,Never-married,Prof-specialty,Asian-Pac-Islander,Male,no,no,full-time,United-States,<=50K
adult,gov,UGrD,Married,Other,White,Male,no,yes,over-time,United-States,>50K
adult,Private,HS-grad,Married,Other,White,Male,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Prof-specialty,White,Female,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
old,Private,HS-grad,Married,ManualWork,White,Male,yes,no,over-time,other,>50K
adult,Self-employed,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,UGrD,Never-married,Sales,White,Female,no,no,full-time,United-States,<=50K
young,Private,HS-grad,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Married,Exec-managerial,White,Female,no,no,over-time,other,>50K
adult,Self-employed,AfterHS,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Other,Black,Female,no,no,over-time,United-States,<=50K
adult,gov,AfterHS,Not-married,Exec-managerial,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Exec-managerial,White,Female,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Married,Other,Black,Male,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Married,Sales,White,Male,no,no,over-time,United-States,>50K
old,Private,HS-grad,Not-married,Other,White,Female,yes,no,part-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Prof-specialty,White,Female,no,no,full-time,United-States,<=50K
adult,Self-employed,GrD,Never-married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
senior,gov,GrD,Married,Other,White,Male,no,no,full-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,Asian-Pac-Islander,Male,no,no,full-time,United-States,<=50K
old,Self-employed,GrD,Married,Prof-specialty,White,Male,yes,no,part-time,United-States,>50K
adult,Private,HS-grad,Not-married,Exec-managerial,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,yes,full-time,United-States,>50K
senior,Private,AfterHS,Married,Sales,White,Male,no,no,full-time,United-States,>50K
adult,gov,GrD,Not-married,Prof-specialty,White,Female,no,no,over-time,United-States,<=50K
old,Private,HS-grad,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Self-employed,AfterHS,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Not-married,Other,White,Female,no,no,full-time,other,<=50K
adult,Private,AfterHS,Not-married,ManualWork,White,Female,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Never-married,ManualWork,White,Female,no,yes,over-time,United-States,<=50K
adult,Self-employed,HS-grad,Not-married,Sales,White,Male,no,yes,over-time,United-States,<=50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,other,<=50K
adult,Self-employed,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Self-employed,AfterHS,Never-married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
senior,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,Private,UGrD,Not-married,Sales,Black,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Never-married,Exec-managerial,White,Female,no,no,over-time,United-States,<=50K
young,gov,AfterHS,Married,Other,White,Female,no,no,over-time,United-States,<=50K
senior,gov,HS-grad,Not-married,Other,Black,Female,no,no,full-time,United-States,<=50K
old,Private,GrD,Married,Exec-managerial,White,Male,no,yes,full-time,United-States,>50K
adult,gov,HS-grad,Never-married,Exec-managerial,White,Female,no,yes,full-time,United-States,<=50K
senior,Private,UGrD,Married,Prof-specialty,White,Male,no,no,part-time,United-States,<=50K
adult,gov,HS-grad,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,BeforeHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
senior,Self-employed,HS-grad,Not-married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,gov,HS-grad,Married,Prof-specialty,White,Male,yes,no,full-time,United-States,>50K
adult,Private,GrD,Never-married,ManualWork,White,Male,no,no,over-time,United-States,>50K
senior,Private,AfterHS,Married,Prof-specialty,White,Male,no,yes,over-time,other,>50K
adult,Private,AfterHS,Married,Other,Asian-Pac-Islander,Male,no,no,full-time,other,<=50K
senior,Self-employed,AfterHS,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
adult,gov,GrD,Married,Prof-specialty,White,Female,yes,no,part-time,United-States,>50K
adult,Private,UGrD,Married,Other,Asian-Pac-Islander,Female,yes,no,over-time,other,>50K
senior,gov,GrD,Married,Prof-specialty,Black,Male,no,no,full-time,United-States,>50K
adult,Self-employed,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Self-employed,AfterHS,Married,Sales,White,Male,no,no,part-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,yes,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
adult,Private,GrD,Married,Sales,White,Male,no,no,over-time,other,>50K
adult,gov,GrD,Married,Other,Amer-Indian-Eskimo,Male,no,no,full-time,United-States,>50K
adult,Private,UGrD,Married,Other,Asian-Pac-Islander,Male,no,no,full-time,other,>50K
senior,Private,HS-grad,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,Sales,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,Sales,White,Male,yes,no,over-time,United-States,>50K
senior,Self-employed,AfterHS,Not-married,ManualWork,Amer-Indian-Eskimo,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Exec-managerial,Black,Female,no,no,over-time,United-States,<=50K
young,Private,BeforeHS,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
adult,Self-employed,HS-grad,Not-married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,HS-grad,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Exec-managerial,White,Female,no,yes,full-time,United-States,<=50K
adult,Self-employed,HS-grad,Married,ManualWork,White,Male,yes,no,over-time,United-States,<=50K
adult,Private,UGrD,Never-married,Other,Asian-Pac-Islander,Female,no,no,full-time,other,<=50K
adult,Private,UGrD,Not-married,Other,Asian-Pac-Islander,Female,no,no,part-time,other,<=50K
old,Private,AfterHS,Married,ManualWork,White,Male,yes,no,part-time,United-States,>50K
adult,gov,UGrD,Married,Prof-specialty,White,Male,no,no,over-time,United-States,<=50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
senior,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,Other,White,Female,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,yes,full-time,United-States,<=50K
senior,Private,BeforeHS,Married,Other,Asian-Pac-Islander,Male,no,no,part-time,other,<=50K
adult,Private,HS-grad,Married,Other,White,Female,no,yes,part-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,UGrD,Married,Sales,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Not-married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,Other,White,Female,yes,no,full-time,United-States,>50K
adult,Private,BeforeHS,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,<=50K
old,Private,BeforeHS,Never-married,ManualWork,White,Female,no,no,part-time,other,<=50K
adult,Private,GrD,Married,Exec-managerial,White,Male,yes,no,full-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
senior,Private,HS-grad,Married,Other,Black,Male,no,no,full-time,other,<=50K
young,Private,AfterHS,Married,Exec-managerial,White,Female,no,no,full-time,United-States,<=50K
young,Private,GrD,Never-married,Other,White,Male,no,no,over-time,United-States,<=50K
young,Private,HS-grad,Never-married,ManualWork,White,Female,no,no,part-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Other,White,Female,no,no,over-time,United-States,<=50K
senior,gov,GrD,Not-married,Exec-managerial,White,Female,no,no,full-time,United-States,<=50K
old,Private,BeforeHS,Married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
senior,Private,GrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,BeforeHS,Not-married,Sales,White,Male,yes,no,over-time,other,<=50K
adult,Private,BeforeHS,Never-married,Sales,White,Male,no,no,full-time,United-States,<=50K
senior,gov,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,BeforeHS,Not-married,ManualWork,Other,Male,no,no,part-time,other,<=50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,HS-grad,Never-married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Female,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Never-married,Other,Black,Female,no,no,full-time,United-States,<=50K
senior,Private,GrD,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,Other,White,Female,no,no,full-time,United-States,>50K
adult,Private,UGrD,Married,Sales,White,Male,no,yes,over-time,United-States,>50K
senior,Private,HS-grad,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,Prof-specialty,White,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,other,<=50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,yes,no,over-time,United-States,>50K
adult,Private,GrD,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
adult,Private,AfterHS,Not-married,Other,Black,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,Sales,White,Male,yes,no,over-time,United-States,>50K
adult,Private,UGrD,Not-married,Other,White,Male,yes,no,over-time,United-States,>50K
adult,Private,AfterHS,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
old,Self-employed,GrD,Married,Exec-managerial,White,Male,no,yes,part-time,United-States,>50K
adult,Private,AfterHS,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
senior,Self-employed,AfterHS,Married,Sales,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Not-married,ManualWork,White,Female,no,no,over-time,United-States,<=50K
adult,Self-employed,AfterHS,Married,Sales,White,Male,no,no,full-time,United-States,<=50K
senior,Private,GrD,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
young,Private,HS-grad,Never-married,ManualWork,White,Female,no,no,full-time,United-States,<=50K
senior,Private,UGrD,Married,Exec-managerial,White,Male,yes,no,full-time,United-States,>50K
adult,Private,UGrD,Married,Sales,White,Male,no,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,gov,AfterHS,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Married,Sales,White,Male,no,no,full-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,Self-employed,AfterHS,Married,Other,White,Male,no,no,over-time,United-States,>50K
senior,gov,UGrD,Married,Other,White,Male,no,no,full-time,United-States,>50K
senior,Private,AfterHS,Married,Other,Black,Male,no,no,full-time,United-States,>50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
adult,Self-employed,AfterHS,Married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
senior,Private,AfterHS,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,gov,AfterHS,Never-married,Other,Black,Female,no,no,full-time,United-States,<=50K
adult,Self-employed,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
young,Private,HS-grad,Married,Sales,White,Male,no,no,over-time,United-States,<=50K
senior,Self-employed,UGrD,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
young,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Exec-managerial,White,Female,no,no,part-time,United-States,<=50K
senior,gov,HS-grad,Married,Other,White,Female,no,no,part-time,United-States,>50K
young,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,yes,no,full-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,Private,HS-grad,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,gov,GrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
young,Private,UGrD,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,gov,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,>50K
senior,Self-employed,HS-grad,Married,Sales,White,Male,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,BeforeHS,Married,Exec-managerial,White,Female,no,no,over-time,United-States,<=50K
senior,Self-employed,UGrD,Married,Exec-managerial,White,Male,no,yes,over-time,United-States,>50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
senior,Private,AfterHS,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
young,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Self-employed,HS-grad,Married,Sales,White,Male,no,no,part-time,United-States,<=50K
senior,gov,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,GrD,Not-married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
adult,gov,AfterHS,Never-married,Other,Black,Female,no,no,full-time,United-States,<=50K
senior,gov,UGrD,Married,Exec-managerial,White,Male,yes,no,full-time,United-States,>50K
adult,gov,UGrD,Never-married,Prof-specialty,Black,Female,no,no,over-time,United-States,<=50K
senior,Private,HS-grad,Married,Sales,White,Male,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Married,Prof-specialty,White,Female,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Never-married,Prof-specialty,Black,Female,yes,no,over-time,United-States,<=50K
adult,gov,GrD,Married,Prof-specialty,White,Male,no,no,part-time,United-States,>50K
adult,Private,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,AfterHS,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,UGrD,Never-married,Prof-specialty,White,Male,yes,no,full-time,United-States,>50K
adult,Private,UGrD,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Married,Prof-specialty,White,Female,no,no,over-time,other,>50K
senior,Private,AfterHS,Not-married,Other,Asian-Pac-Islander,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Never-married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,Black,Male,no,no,full-time,United-States,>50K
senior,gov,HS-grad,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,gov,HS-grad,Not-married,Other,White,Female,no,no,part-time,other,<=50K
old,gov,GrD,Never-married,Prof-specialty,White,Female,yes,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,gov,BeforeHS,Married,Other,White,Male,no,no,full-time,other,<=50K
adult,gov,UGrD,Married,Prof-specialty,White,Female,no,no,part-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
senior,Self-employed,UGrD,Married,Exec-managerial,White,Male,yes,no,part-time,United-States,>50K
adult,gov,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,over-time,United-States,<=50K
young,Private,BeforeHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Never-married,Sales,White,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Not-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Never-married,ManualWork,Black,Male,no,no,part-time,United-States,<=50K
senior,gov,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
young,gov,AfterHS,Never-married,Prof-specialty,White,Female,yes,no,part-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
senior,Private,AfterHS,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,BeforeHS,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,Other,White,Female,no,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
old,Self-employed,HS-grad,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Never-married,Sales,White,Female,no,yes,part-time,United-States,<=50K
young,Private,HS-grad,Never-married,ManualWork,White,Female,no,yes,part-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
senior,Private,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,>50K
young,Private,HS-grad,Never-married,ManualWork,White,Female,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Married,Sales,White,Male,yes,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Private,BeforeHS,Not-married,ManualWork,White,Female,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,Sales,Black,Female,no,no,part-time,United-States,<=50K
senior,Self-employed,AfterHS,Never-married,Sales,White,Female,no,yes,part-time,United-States,<=50K
young,Self-employed,BeforeHS,Married,ManualWork,White,Male,no,yes,over-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,gov,AfterHS,Not-married,Other,Black,Female,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,BeforeHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Not-married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,Other,Male,no,no,full-time,other,<=50K
young,Private,AfterHS,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
senior,Private,AfterHS,Married,Sales,White,Male,yes,no,over-time,United-States,>50K
adult,gov,AfterHS,Married,Other,White,Male,yes,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,Other,White,Male,no,no,full-time,other,<=50K
senior,Private,AfterHS,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
senior,Self-employed,UGrD,Married,Sales,White,Male,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,yes,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,White,Male,yes,no,full-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,Self-employed,AfterHS,Married,Prof-specialty,Asian-Pac-Islander,Male,yes,no,over-time,other,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Other,Black,Female,yes,no,full-time,United-States,>50K
adult,Private,AfterHS,Never-married,Other,Asian-Pac-Islander,Female,yes,no,over-time,United-States,>50K
adult,Private,HS-grad,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Self-employed,BeforeHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,yes,no,over-time,United-States,>50K
young,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,other,<=50K
young,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,full-time,other,<=50K
adult,Self-employed,UGrD,Married,Sales,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,UGrD,Married,Other,White,Female,yes,no,full-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,GrD,Married,Prof-specialty,Black,Male,no,no,full-time,United-States,>50K
adult,gov,UGrD,Married,Prof-specialty,White,Female,no,no,over-time,United-States,>50K
adult,Self-employed,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Never-married,Other,Black,Female,no,no,part-time,United-States,<=50K
senior,Private,GrD,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,Sales,White,Female,no,no,full-time,United-States,<=50K
senior,gov,AfterHS,Married,Other,White,Male,yes,no,full-time,United-States,>50K
young,Private,BeforeHS,Never-married,ManualWork,Other,Male,no,no,full-time,other,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,yes,no,full-time,United-States,>50K
adult,Private,HS-grad,Not-married,Sales,White,Female,no,no,part-time,United-States,<=50K
adult,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
senior,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
young,gov,AfterHS,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Sales,White,Female,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Never-married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
adult,Private,AfterHS,Never-married,Sales,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,gov,AfterHS,Never-married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,gov,AfterHS,Married,ManualWork,White,Male,no,yes,full-time,United-States,<=50K
adult,Private,UGrD,Married,Sales,White,Male,no,no,over-time,United-States,>50K
senior,gov,HS-grad,Not-married,Other,White,Female,no,no,full-time,other,<=50K
young,Private,AfterHS,Never-married,Other,White,Male,no,no,part-time,other,<=50K
adult,Private,GrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Married,Sales,Black,Male,no,no,part-time,United-States,<=50K
young,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,UGrD,Never-married,Exec-managerial,White,Male,no,no,full-time,United-States,<=50K
